time,passenger_id,request_id,rejected,reason,true_type,ptrue,rule_acc,wait_time,travel_time,fare
109.0,1,1,False,accept,0010,0.0625,0.5,106.0,239.0,2.395
109.0,0,0,False,accept,1100,0.0625,0.5,116.0,202.0,2.029
349.0,2,2,True,impatient,1100,0.115,0.605,211.0,161.0,1.613
589.0,4,4,False,accept,0110,0.0625,0.5,121.0,186.0,1.867
589.0,3,3,False,accept,1000,0.0625,0.5,224.0,237.0,2.375
722.0,5,5,True,impatient,1010,0.08098591549295775,0.573943661971831,196.0,24.0,0.24
1069.0,8,8,True,impatient,1111,0.08098591549295775,0.573943661971831,163.0,78.0,0.785
1069.0,6,6,False,accept,0101,0.115,0.605,259.0,177.0,1.774
1189.0,7,7,False,accept,0000,0.19827586206896555,0.6810344827586208,230.0,69.0,0.694
1549.0,10,10,False,accept,1011,0.0625,0.5,61.0,197.0,1.975
1549.0,13,13,False,accept,1100,0.0625,0.5,84.0,219.0,2.199
1789.0,19,19,False,accept,0100,0.0625,0.5,40.0,179.0,1.79
1909.0,21,21,False,accept,0011,0.0625,0.5,22.0,191.0,1.911
1909.0,18,18,False,accept,1110,0.0625,0.5,45.0,209.0,2.091
2149.0,20,20,False,accept,1001,0.0625,0.5,79.0,209.0,2.092
2269.0,24,24,False,accept,0000,0.0625,0.5,88.0,158.0,1.583
2389.0,25,25,False,accept,1000,0.0625,0.5,146.0,177.0,1.778
2629.0,26,26,False,accept,1010,0.0625,0.5,47.0,171.0,1.716
2629.0,29,29,False,accept,1001,0.0625,0.5,79.0,159.0,1.591
2869.0,31,31,False,accept,1001,0.0625,0.5,24.0,76.0,0.762
2989.0,28,28,False,accept,0101,0.0625,0.5,11.0,167.0,1.67
3111.0,34,34,False,accept,0101,0.0625,0.5,0.0,55.0,0.559
3229.0,33,33,False,accept,0000,0.115,0.605,70.0,66.0,0.666
3229.0,32,32,False,accept,1011,0.0625,0.5,93.0,136.0,1.365
3469.0,36,36,True,impatient,1001,0.115,0.605,143.0,90.0,0.901
3589.0,39,39,True,impatient,1010,0.115,0.605,135.0,87.0,0.879
3589.0,35,35,False,accept,0000,0.115,0.605,179.0,296.0,2.966
3709.0,38,38,False,accept,1001,0.0625,0.5,136.0,164.0,1.645
