time,passenger_id,request_id,rejected,reason,true_type,ptrue,rule_acc,wait_time,travel_time,fare
92.0,0,0,False,accept,0111,0.0625,0.5,62.0,91.0,0.918
92.0,2,2,False,accept,1011,0.0625,0.5,96.0,99.0,0.991
92.0,1,1,True,impatient,1011,0.08098591549295775,0.573943661971831,354.0,145.0,1.45
212.0,3,3,True,impatient,1110,0.115,0.605,221.0,149.0,1.494
452.0,4,4,False,accept,1100,0.0625,0.5,55.0,172.0,1.729
452.0,5,5,True,impatient,1011,0.115,0.605,158.0,98.0,0.986
572.0,6,6,False,accept,0100,0.115,0.605,158.0,114.0,1.145
692.0,8,8,True,impatient,1011,0.08098591549295775,0.573943661971831,310.0,97.0,0.973
812.0,10,10,False,accept,1010,0.115,0.605,31.0,381.0,3.811
812.0,7,7,False,accept,1001,0.0625,0.5,236.0,261.0,2.618
932.0,11,11,True,impatient,1101,0.08098591549295775,0.5,125.0,60.0,0.603
932.0,9,9,False,accept,0001,0.19827586206896555,0.6810344827586208,268.0,123.0,1.234
1292.0,13,13,False,accept,1101,0.0625,0.5,79.0,114.0,1.141
1412.0,15,15,False,accept,1010,0.0625,0.5,30.0,53.0,0.532
1412.0,12,12,True,impatient,1000,0.115,0.605,105.0,74.0,0.744
1532.0,18,18,False,accept,1100,0.0625,0.5,96.0,107.0,1.072
1532.0,17,17,True,impatient,1000,0.08098591549295775,0.5,145.0,21.0,0.213
1532.0,14,14,False,accept,0101,0.115,0.605,159.0,93.0,0.939
1652.0,16,16,True,impatient,1101,0.115,0.605,137.0,111.0,1.119
1772.0,20,20,True,delay_sensitive,0111,0.08098591549295775,0.5,103.0,50.0,0.507
1892.0,23,23,False,accept,1001,0.0625,0.5,23.0,102.0,1.029
1892.0,22,22,False,accept,0101,0.0625,0.5,44.0,228.0,2.281
1892.0,21,21,False,accept,1001,0.0625,0.5,67.0,107.0,1.072
1892.0,19,19,False,accept,0000,0.115,0.605,179.0,126.0,1.264
2132.0,24,24,False,accept,1100,0.0625,0.5,25.0,173.0,1.739
2132.0,25,25,True,impatient,1001,0.115,0.605,93.0,73.0,0.734
2252.0,26,26,False,accept,1001,0.115,0.605,273.0,333.0,3.339
2492.0,28,28,True,impatient,1001,0.115,0.605,87.0,73.0,0.731
2492.0,27,27,False,accept,1100,0.0625,0.5,113.0,153.0,1.533
2612.0,29,29,False,accept,1010,0.0625,0.5,55.0,90.0,0.9
2620.0,30,30,False,accept,0001,0.115,0.605,175.0,143.0,1.439
2972.0,31,31,True,impatient,1111,0.08098591549295775,0.573943661971831,186.0,17.0,0.179
3092.0,32,32,True,impatient,1111,0.115,0.605,47.0,42.0,0.427
3092.0,34,34,False,accept,1100,0.0625,0.5,75.0,242.0,2.428
3212.0,33,33,True,impatient,1111,0.08098591549295775,0.573943661971831,158.0,14.0,0.141
3332.0,35,35,True,impatient,1100,0.115,0.605,143.0,126.0,1.265
3452.0,36,36,True,delay_sensitive,0011,0.08098591549295775,0.5,281.0,127.0,1.277
3572.0,38,38,False,accept,0111,0.0625,0.5,0.0,134.0,1.343
3572.0,37,37,False,accept,1110,0.0625,0.5,53.0,124.0,1.241
3812.0,39,39,True,impatient,1001,0.08098591549295775,0.5,107.0,45.0,0.453
