time,passenger_id,request_id,rejected,reason,true_type,ptrue,rule_acc,wait_time,travel_time,fare
89.0,0,0,False,accept,1111,0.0625,0.5,7.0,168.0,1.683
329.0,1,1,True,impatient,1100,0.115,0.605,102.0,59.0,0.592
329.0,2,2,False,accept,0110,0.115,0.605,127.0,89.0,0.89
449.0,3,3,False,accept,1001,0.0625,0.5,2.0,62.0,0.627
569.0,4,4,False,accept,1011,0.0625,0.5,54.0,93.0,0.932
689.0,5,5,False,accept,1011,0.0625,0.5,22.0,78.0,0.783
689.0,7,7,False,accept,0000,0.0625,0.5,96.0,121.0,1.218
929.0,8,8,True,impatient,1000,0.08098591549295775,0.5,34.0,5.0,0.056
929.0,11,11,True,impatient,1000,0.115,0.605,76.0,45.0,0.45
929.0,10,10,False,accept,0111,0.0625,0.5,108.0,161.0,1.615
1049.0,9,9,False,accept,0110,0.0625,0.5,70.0,91.0,0.913
1049.0,12,12,False,accept,1111,0.0625,0.5,88.0,88.0,0.887
1169.0,13,13,False,accept,0011,0.0625,0.5,57.0,59.0,0.596
1289.0,14,14,False,accept,1110,0.0625,0.5,95.0,188.0,1.882
1409.0,16,16,False,accept,0110,0.0625,0.5,15.0,155.0,1.554
1409.0,15,15,True,impatient,1110,0.115,0.605,84.0,66.0,0.661
1409.0,17,17,True,impatient,1011,0.08098591549295775,0.573943661971831,243.0,71.0,0.715
1529.0,18,18,False,accept,1101,0.0625,0.5,153.0,210.0,2.105
1649.0,19,19,False,accept,1000,0.0625,0.5,15.0,131.0,1.31
1661.0,20,20,False,accept,0111,0.0625,0.5,168.0,239.0,2.392
1889.0,21,21,False,accept,0011,0.115,0.605,78.0,53.0,0.533
2009.0,22,22,False,accept,1010,0.0625,0.5,38.0,201.0,2.018
2009.0,23,23,False,accept,0001,0.0625,0.5,117.0,203.0,2.031
2249.0,24,24,False,accept,0001,0.0625,0.5,15.0,250.0,2.509
2249.0,25,25,False,accept,1111,0.0625,0.5,120.0,137.0,1.377
2489.0,26,26,False,accept,1010,0.0625,0.5,7.0,263.0,2.636
2499.0,27,27,False,accept,0111,0.0625,0.5,123.0,172.0,1.729
2609.0,28,28,True,impatient,1001,0.115,0.605,187.0,147.0,1.472
2849.0,30,30,False,accept,0100,0.0625,0.5,152.0,164.0,1.641
3209.0,35,35,False,accept,1110,0.0625,0.5,75.0,156.0,1.564
3569.0,39,39,False,accept,0101,0.0625,0.5,28.0,136.0,1.367
