time,passenger_id,request_id,rejected,reason,true_type,ptrue,rule_acc,wait_time,travel_time,fare
15.0,0,0,False,accept,0111,0.0625,0.5,65.0,141.0,1.417
135.0,2,2,True,impatient,1110,0.08098591549295775,0.573943661971831,21.0,9.0,0.091
135.0,1,1,False,accept,1110,0.0625,0.5,68.0,165.0,1.658
135.0,3,3,False,accept,0000,0.0625,0.5,94.0,97.0,0.975
255.0,6,6,False,accept,1000,0.0625,0.5,91.0,203.0,2.03
255.0,4,4,False,accept,1100,0.0625,0.5,114.0,161.0,1.616
255.0,5,5,False,accept,0010,0.115,0.605,169.0,162.0,1.62
255.0,7,7,False,accept,0010,0.115,0.605,248.0,207.0,2.072
375.0,8,8,False,accept,0101,0.0625,0.5,112.0,180.0,1.801
495.0,10,10,True,impatient,1011,0.115,0.605,35.0,30.0,0.303
495.0,9,9,True,impatient,1011,0.08098591549295775,0.573943661971831,147.0,43.0,0.437
615.0,11,11,True,impatient,1110,0.115,0.605,44.0,22.0,0.223
735.0,12,12,False,accept,1001,0.0625,0.5,52.0,89.0,0.895
739.0,13,13,False,accept,1001,0.0625,0.5,35.0,80.0,0.806
855.0,14,14,False,accept,0001,0.0625,0.5,47.0,146.0,1.461
975.0,15,15,False,accept,0000,0.0625,0.5,43.0,141.0,1.413
1215.0,16,16,False,accept,0010,0.0625,0.5,5.0,187.0,1.875
1215.0,17,17,True,impatient,1110,0.115,0.605,69.0,50.0,0.503
1575.0,18,18,False,accept,1011,0.0625,0.5,24.0,82.0,0.821
1575.0,19,19,True,impatient,1010,0.115,0.605,90.0,73.0,0.732
1695.0,21,21,False,accept,1110,0.0625,0.5,16.0,227.0,2.275
1695.0,20,20,False,accept,0110,0.0625,0.5,96.0,237.0,2.37
1815.0,22,22,True,price_sensitive,0110,0.115,0.605,22.0,284.0,2.844
2295.0,23,23,False,accept,0000,0.0625,0.5,56.0,153.0,1.537
2310.0,24,24,False,accept,1110,0.0625,0.5,18.0,152.0,1.529
2535.0,25,25,True,impatient,1101,0.115,0.605,99.0,62.0,0.626
2655.0,26,26,False,accept,0111,0.0625,0.5,14.0,218.0,2.185
2775.0,27,27,False,accept,0111,0.0625,0.5,49.0,101.0,1.011
2895.0,28,28,False,accept,1110,0.0625,0.5,91.0,153.0,1.53
2895.0,29,29,False,accept,0010,0.0625,0.5,137.0,241.0,2.414
3015.0,30,30,False,accept,0011,0.0625,0.5,73.0,177.0,1.779
3135.0,32,32,False,accept,0001,0.0625,0.5,6.0,129.0,1.298
3143.0,33,33,False,accept,0100,0.19827586206896555,0.6810344827586208,114.0,6.0,0.069
3266.0,36,36,False,accept,0100,0.0625,0.5,24.0,129.0,1.298
3375.0,35,35,False,accept,1010,0.0625,0.5,74.0,161.0,1.613
3375.0,34,34,False,accept,0101,0.0625,0.5,86.0,116.0,1.169
3375.0,31,31,False,accept,1100,0.0625,0.5,120.0,206.0,2.063
3381.0,39,39,True,impatient,1011,0.115,0.605,76.0,52.0,0.525
3495.0,37,37,False,accept,0111,0.0625,0.5,81.0,108.0,1.085
3495.0,38,38,False,accept,1000,0.0625,0.5,123.0,156.0,1.569
