time,passenger_id,request_id,rejected,reason,true_type,ptrue,rule_acc,wait_time,travel_time,fare
59.0,1,1,False,accept,0100,0.0625,0.5,21.0,153.0,1.539
59.0,0,0,False,accept,1110,0.0625,0.5,62.0,207.0,2.076
59.0,2,2,False,accept,1101,0.0625,0.5,83.0,151.0,1.515
59.0,3,3,False,accept,0010,0.0625,0.5,112.0,154.0,1.543
179.0,4,4,False,accept,1000,0.0625,0.5,158.0,197.0,1.977
179.0,5,5,False,accept,0011,0.0625,0.5,161.0,254.0,2.546
419.0,6,6,False,accept,1001,0.0625,0.5,51.0,92.0,0.924
539.0,7,7,False,accept,1011,0.0625,0.5,118.0,188.0,1.887
659.0,9,9,False,accept,1011,0.0625,0.5,17.0,127.0,1.273
659.0,8,8,False,accept,0100,0.0625,0.5,78.0,136.0,1.364
667.0,10,10,True,impatient,1110,0.115,0.605,80.0,66.0,0.667
779.0,11,11,False,accept,1001,0.0625,0.5,15.0,145.0,1.453
1019.0,12,12,False,accept,0110,0.115,0.605,111.0,97.0,0.978
1019.0,13,13,True,price_sensitive,1110,0.115,0.605,131.0,311.0,3.113
1259.0,15,15,False,accept,1001,0.0625,0.5,6.0,87.0,0.878
1259.0,16,16,False,accept,0111,0.0625,0.5,8.0,158.0,1.589
1259.0,14,14,False,accept,0100,0.0625,0.5,49.0,62.0,0.623
1263.0,17,17,False,accept,1000,0.0625,0.5,119.0,189.0,1.896
1379.0,18,18,True,impatient,1001,0.115,0.605,264.0,178.0,1.786
1381.0,19,19,True,price_sensitive,1111,0.115,0.605,232.0,425.0,4.259
1388.0,20,20,False,accept,0001,0.0625,0.5,63.0,79.0,0.795
1499.0,21,21,False,accept,0010,0.115,0.605,131.0,290.0,2.902
1744.0,22,22,False,accept,0001,0.0625,0.5,31.0,81.0,0.818
1859.0,23,23,False,accept,1111,0.0625,0.5,39.0,162.0,1.629
2339.0,24,24,False,accept,1101,0.0625,0.5,40.0,129.0,1.291
2346.0,25,25,False,accept,0111,0.0625,0.5,11.0,128.0,1.285
2459.0,26,26,False,accept,1110,0.0625,0.5,53.0,117.0,1.177
2459.0,27,27,False,accept,1110,0.0625,0.5,123.0,265.0,2.658
2699.0,28,28,True,impatient,1010,0.115,0.605,40.0,20.0,0.203
2699.0,29,29,False,accept,0100,0.0625,0.5,65.0,93.0,0.931
2819.0,31,31,False,accept,1110,0.0625,0.5,6.0,137.0,1.372
2819.0,32,32,False,accept,1101,0.0625,0.5,107.0,126.0,1.268
2939.0,30,30,True,impatient,1010,0.115,0.605,68.0,49.0,0.499
3059.0,33,33,True,delay_sensitive,0110,0.08098591549295775,0.5,120.0,40.0,0.404
3059.0,34,34,False,accept,0111,0.115,0.605,141.0,117.0,1.172
3179.0,36,36,False,accept,1011,0.0625,0.5,58.0,137.0,1.374
3179.0,37,37,False,accept,0000,0.0625,0.5,103.0,140.0,1.405
3419.0,35,35,True,impatient,1010,0.115,0.605,191.0,150.0,1.505
3539.0,39,39,False,accept,1110,0.0625,0.5,107.0,208.0,2.083
