time,passenger_id,request_id,rejected,reason,true_type,ptrue,rule_acc,wait_time,travel_time,fare
29.0,0,0,False,accept,1011,0.0625,0.5,50.0,261.0,2.616
149.0,2,2,False,accept,0110,0.0625,0.5,15.0,135.0,1.359
149.0,1,1,False,accept,0110,0.0625,0.5,111.0,142.0,1.425
389.0,3,3,True,impatient,1000,0.115,0.605,101.0,97.0,0.979
389.0,4,4,False,accept,0010,0.0625,0.5,230.0,269.0,2.697
509.0,5,5,False,accept,1010,0.0625,0.5,117.0,188.0,1.882
749.0,6,6,True,impatient,1101,0.08098591549295775,0.573943661971831,381.0,321.0,3.218
869.0,7,7,False,accept,1010,0.0625,0.5,95.0,214.0,2.144
989.0,8,8,False,accept,0011,0.0625,0.5,75.0,132.0,1.328
989.0,9,9,False,accept,0011,0.19827586206896555,0.6810344827586208,457.0,377.0,3.777
1109.0,10,10,False,accept,1111,0.0625,0.5,58.0,112.0,1.122
1109.0,11,11,False,accept,1001,0.0625,0.5,120.0,187.0,1.875
1109.0,12,12,True,price_sensitive,0110,0.115,0.605,131.0,277.0,2.778
1361.0,13,13,False,accept,0011,0.0625,0.5,118.0,126.0,1.26
1469.0,14,14,False,accept,0001,0.0625,0.5,93.0,185.0,1.855
1589.0,15,15,False,accept,0010,0.0625,0.5,39.0,156.0,1.568
1709.0,16,16,True,price_sensitive,1110,0.115,0.605,136.0,275.0,2.759
1710.0,17,17,False,accept,1001,0.0625,0.5,108.0,202.0,2.023
1829.0,19,19,False,accept,1111,0.0625,0.5,72.0,76.0,0.76
1829.0,18,18,False,accept,1011,0.0625,0.5,134.0,202.0,2.023
1951.0,20,20,False,accept,1001,0.0625,0.5,80.0,168.0,1.685
2069.0,22,22,True,impatient,1101,0.115,0.605,34.0,30.0,0.301
2069.0,23,23,False,accept,0111,0.0625,0.5,34.0,161.0,1.618
2069.0,21,21,True,impatient,1111,0.115,0.605,70.0,57.0,0.574
2189.0,24,24,True,impatient,1001,0.08098591549295775,0.5,41.0,6.0,0.068
2189.0,25,25,True,delay_sensitive,0111,0.08098591549295775,0.5,94.0,34.0,0.342
2317.0,26,26,False,accept,0001,0.0625,0.5,32.0,234.0,2.345
2429.0,27,27,False,accept,1101,0.0625,0.5,55.0,134.0,1.349
2429.0,28,28,False,accept,1001,0.0625,0.5,191.0,224.0,2.245
2549.0,30,30,False,accept,1101,0.0625,0.5,11.0,209.0,2.096
2549.0,29,29,False,accept,1000,0.0625,0.5,11.0,114.0,1.145
2789.0,31,31,False,accept,1110,0.0625,0.5,70.0,130.0,1.302
3029.0,32,32,False,accept,0010,0.0625,0.5,23.0,172.0,1.729
3149.0,33,33,False,accept,0000,0.0625,0.5,46.0,168.0,1.688
3269.0,35,35,False,accept,0000,0.0625,0.5,21.0,98.0,0.989
3509.0,36,36,False,accept,1010,0.0625,0.5,63.0,82.0,0.823
3509.0,39,39,False,accept,0010,0.0625,0.5,95.0,164.0,1.649
3749.0,37,37,True,delay_sensitive,0111,0.08098591549295775,0.5,280.0,135.0,1.358
