time,passenger_id,request_id,rejected,reason,true_type,ptrue,rule_acc,wait_time,travel_time,fare
28.0,0,0,False,accept,1101,0.0625,0.5,62.0,157.0,1.573
148.0,2,2,False,accept,0010,0.0625,0.5,77.0,132.0,1.328
148.0,1,1,False,accept,1100,0.0625,0.5,130.0,264.0,2.644
268.0,6,6,False,accept,0111,0.0625,0.5,2.0,219.0,2.192
268.0,3,3,False,accept,0100,0.0625,0.5,57.0,132.0,1.323
268.0,4,4,False,accept,0101,0.0625,0.5,68.0,126.0,1.262
268.0,5,5,True,impatient,1101,0.115,0.605,112.0,96.0,0.966
388.0,8,8,True,impatient,1110,0.08098591549295775,0.573943661971831,119.0,32.0,0.324
388.0,7,7,False,accept,0110,0.0625,0.5,157.0,181.0,1.815
508.0,9,9,False,accept,0111,0.115,0.605,235.0,164.0,1.642
752.0,10,10,True,impatient,1101,0.115,0.605,87.0,64.0,0.647
868.0,11,11,True,price_sensitive,0110,0.115,0.605,266.0,345.0,3.458
1108.0,12,12,False,accept,1000,0.0625,0.5,48.0,54.0,0.546
1348.0,13,13,False,accept,1011,0.0625,0.5,13.0,231.0,2.315
1348.0,15,15,False,accept,1101,0.0625,0.5,46.0,57.0,0.578
1348.0,14,14,False,accept,0101,0.0625,0.5,60.0,96.0,0.965
1588.0,16,16,False,accept,0100,0.0625,0.5,79.0,127.0,1.275
1588.0,17,17,False,accept,1110,0.0625,0.5,87.0,186.0,1.86
1708.0,18,18,True,impatient,1000,0.115,0.605,85.0,43.0,0.432
1828.0,20,20,False,accept,0110,0.0625,0.5,23.0,25.0,0.25
1828.0,21,21,False,accept,1001,0.0625,0.5,67.0,169.0,1.695
1828.0,19,19,True,delay_sensitive,0010,0.08098591549295775,0.5,76.0,30.0,0.309
1828.0,22,22,False,accept,0101,0.115,0.605,144.0,87.0,0.87
1948.0,23,23,False,accept,0101,0.0625,0.5,142.0,214.0,2.149
2068.0,24,24,False,accept,0010,0.0625,0.5,26.0,101.0,1.018
2188.0,26,26,False,accept,0100,0.0625,0.5,46.0,220.0,2.206
2188.0,27,27,False,accept,0101,0.0625,0.5,110.0,185.0,1.857
2188.0,25,25,True,impatient,1011,0.115,0.605,323.0,240.0,2.407
2308.0,28,28,False,accept,1000,0.0625,0.5,29.0,78.0,0.789
2428.0,29,29,True,impatient,1000,0.115,0.605,141.0,105.0,1.05
2548.0,30,30,True,impatient,1111,0.115,0.605,124.0,81.0,0.815
2668.0,31,31,True,impatient,1010,0.115,0.605,123.0,62.0,0.629
2673.0,32,32,True,impatient,1010,0.08098591549295775,0.573943661971831,155.0,62.0,0.624
2920.0,33,33,True,impatient,1000,0.115,0.605,115.0,89.0,0.89
3028.0,35,35,False,accept,1101,0.0625,0.5,17.0,149.0,1.493
3028.0,34,34,True,impatient,1000,0.115,0.605,144.0,81.0,0.815
3270.0,36,36,False,accept,0010,0.0625,0.5,99.0,194.0,1.947
3388.0,37,37,False,accept,0111,0.115,0.605,164.0,161.0,1.611
3508.0,39,39,False,accept,1010,0.0625,0.5,71.0,96.0,0.968
3508.0,38,38,False,accept,0100,0.19827586206896555,0.6810344827586208,260.0,14.0,0.14
