time,passenger_id,request_id,rejected,reason,true_type,ptrue,rule_acc,wait_time,travel_time,fare
118.0,1,1,False,accept,0111,0.0625,0.5,22.0,55.0,0.55
118.0,0,0,True,impatient,1110,0.115,0.605,67.0,46.0,0.46
126.0,2,2,True,price_sensitive,0111,0.115,0.605,66.0,333.0,3.334
238.0,4,4,False,accept,0001,0.0625,0.5,0.0,179.0,1.791
238.0,3,3,False,accept,0001,0.0625,0.5,146.0,187.0,1.87
358.0,5,5,True,price_sensitive,0111,0.115,0.605,103.0,338.0,3.383
478.0,6,6,False,accept,0110,0.115,0.605,154.0,92.0,0.921
718.0,7,7,False,accept,1011,0.0625,0.5,50.0,213.0,2.135
838.0,8,8,False,accept,0110,0.0625,0.5,35.0,86.0,0.861
838.0,10,10,False,accept,1000,0.0625,0.5,51.0,94.0,0.948
838.0,9,9,False,accept,1001,0.0625,0.5,69.0,113.0,1.135
958.0,11,11,False,accept,1000,0.0625,0.5,147.0,175.0,1.753
960.0,12,12,False,accept,0101,0.115,0.605,144.0,136.0,1.36
1198.0,13,13,False,accept,1111,0.0625,0.5,33.0,140.0,1.409
1318.0,14,14,False,accept,1011,0.0625,0.5,37.0,145.0,1.451
1320.0,15,15,False,accept,1011,0.0625,0.5,42.0,62.0,0.629
1332.0,16,16,False,accept,1010,0.0625,0.5,178.0,210.0,2.104
1438.0,17,17,False,accept,1000,0.0625,0.5,15.0,130.0,1.302
1918.0,18,18,False,accept,1010,0.0625,0.5,103.0,207.0,2.073
2038.0,20,20,False,accept,1111,0.0625,0.5,18.0,201.0,2.017
2038.0,19,19,False,accept,0010,0.19827586206896555,0.6810344827586208,304.0,303.0,3.039
2158.0,21,21,False,accept,0111,0.0625,0.5,44.0,193.0,1.937
2278.0,22,22,False,accept,1111,0.0625,0.5,80.0,248.0,2.484
2278.0,23,23,True,impatient,1000,0.115,0.605,186.0,105.0,1.054
2278.0,24,24,True,impatient,1110,0.115,0.605,267.0,256.0,2.562
2398.0,26,26,False,accept,1000,0.0625,0.5,0.0,166.0,1.666
2398.0,25,25,False,accept,0111,0.0625,0.5,88.0,92.0,0.926
2398.0,27,27,False,accept,1001,0.0625,0.5,161.0,245.0,2.452
2518.0,28,28,False,accept,0001,0.115,0.605,188.0,167.0,1.67
2523.0,29,29,False,accept,0110,0.115,0.605,114.0,58.0,0.581
2638.0,30,30,False,accept,0110,0.0625,0.5,72.0,104.0,1.048
2758.0,32,32,False,accept,0011,0.115,0.605,126.0,117.0,1.176
2878.0,33,33,False,accept,0001,0.0625,0.5,76.0,143.0,1.432
2998.0,31,31,False,accept,0010,0.0625,0.5,172.0,206.0,2.065
3118.0,34,34,False,accept,1110,0.0625,0.5,75.0,94.0,0.941
3238.0,35,35,False,accept,1100,0.0625,0.5,104.0,112.0,1.125
3358.0,36,36,True,impatient,1101,0.115,0.605,231.0,160.0,1.606
3478.0,37,37,False,accept,0110,0.115,0.605,101.0,74.0,0.741
3598.0,39,39,False,accept,0110,0.0625,0.5,53.0,135.0,1.352
3598.0,38,38,True,impatient,1110,0.115,0.605,148.0,109.0,1.091
