time,passenger_id,request_id,rejected,reason,true_type,ptrue,rule_acc,wait_time,travel_time,fare
87.0,1,1,False,accept,0110,0.0625,0.5,60.0,95.0,0.955
87.0,0,0,False,accept,0101,0.115,0.605,81.0,76.0,0.763
87.0,2,2,False,accept,0000,0.115,0.605,250.0,307.0,3.078
327.0,4,4,True,delay_sensitive,0111,0.08098591549295775,0.5,19.0,4.0,0.049
327.0,5,5,False,accept,1011,0.0625,0.5,56.0,180.0,1.803
327.0,6,6,True,price_sensitive,1100,0.115,0.605,85.0,283.0,2.838
327.0,3,3,False,accept,1111,0.0625,0.5,99.0,261.0,2.612
455.0,7,7,True,impatient,1010,0.08098591549295775,0.573943661971831,115.0,57.0,0.576
567.0,8,8,False,accept,0111,0.0625,0.5,0.0,169.0,1.698
687.0,9,9,False,accept,0100,0.0625,0.5,67.0,124.0,1.245
807.0,11,11,False,accept,0110,0.0625,0.5,58.0,104.0,1.041
807.0,12,12,True,delay_sensitive,0110,0.08098591549295775,0.5,121.0,6.0,0.068
807.0,10,10,False,accept,0101,0.115,0.605,122.0,68.0,0.689
816.0,13,13,False,accept,1100,0.0625,0.5,68.0,152.0,1.529
927.0,14,14,False,accept,1001,0.0625,0.5,0.0,171.0,1.718
1047.0,15,15,False,accept,0100,0.0625,0.5,87.0,116.0,1.165
1167.0,17,17,False,accept,0111,0.0625,0.5,60.0,204.0,2.048
1167.0,16,16,True,impatient,1010,0.08098591549295775,0.573943661971831,392.0,102.0,1.027
1287.0,18,18,False,accept,0100,0.19827586206896555,0.6810344827586208,338.0,151.0,1.518
1527.0,19,19,False,accept,0011,0.0625,0.5,33.0,174.0,1.749
1647.0,20,20,True,impatient,1111,0.115,0.605,124.0,86.0,0.867
1767.0,22,22,False,accept,0110,0.0625,0.5,60.0,143.0,1.431
1767.0,24,24,False,accept,0111,0.0625,0.5,77.0,108.0,1.087
1767.0,21,21,False,accept,0100,0.115,0.605,85.0,79.0,0.793
1767.0,23,23,True,impatient,1100,0.115,0.605,261.0,195.0,1.952
2127.0,25,25,True,impatient,1101,0.115,0.605,236.0,196.0,1.967
2247.0,26,26,False,accept,0000,0.0625,0.5,16.0,178.0,1.787
2489.0,27,27,False,accept,1000,0.0625,0.5,23.0,140.0,1.409
2607.0,29,29,False,accept,0110,0.0625,0.5,14.0,120.0,1.205
2607.0,28,28,False,accept,0001,0.0625,0.5,30.0,204.0,2.041
2610.0,30,30,False,accept,1100,0.0625,0.5,50.0,128.0,1.284
2847.0,31,31,True,impatient,1000,0.115,0.605,77.0,59.0,0.598
2967.0,32,32,False,accept,0111,0.115,0.605,144.0,94.0,0.947
3087.0,33,33,True,impatient,1111,0.115,0.605,85.0,44.0,0.443
3207.0,34,34,False,accept,0010,0.115,0.605,101.0,92.0,0.927
3327.0,35,35,False,accept,0110,0.0625,0.5,70.0,253.0,2.537
3447.0,37,37,False,accept,1011,0.0625,0.5,91.0,121.0,1.215
3807.0,39,39,True,price_sensitive,1111,0.115,0.605,140.0,288.0,2.884
