time,passenger_id,request_id,rejected,reason,true_type,ptrue,rule_acc,wait_time,travel_time,fare
104.0,2,2,True,delay_sensitive,0111,0.08098591549295775,0.5,222.0,82.0,0.828
104.0,0,0,True,impatient,1010,0.115,0.605,295.0,225.0,2.25
224.0,3,3,True,impatient,1001,0.08098591549295775,0.5,252.0,112.0,1.124
224.0,1,1,True,impatient,1010,0.115,0.605,391.0,230.0,2.303
344.0,5,5,False,accept,0010,0.115,0.605,252.0,167.0,1.672
344.0,4,4,True,impatient,1001,0.08098591549295775,0.5,345.0,143.0,1.436
584.0,6,6,True,delay_sensitive,0011,0.08098591549295775,0.5,329.0,117.0,1.171
704.0,7,7,False,accept,1000,0.115,0.605,157.0,280.0,2.802
824.0,11,11,True,delay_sensitive,0111,0.08098591549295775,0.5,122.0,40.0,0.402
944.0,12,12,True,impatient,1011,0.08098591549295775,0.573943661971831,176.0,72.0,0.72
1064.0,10,10,True,impatient,1010,0.115,0.605,197.0,188.0,1.882
1184.0,15,15,False,accept,1101,0.0625,0.5,121.0,213.0,2.137
1184.0,13,13,True,price_sensitive,0101,0.115,0.605,133.0,287.0,2.876
1184.0,9,9,True,impatient,1110,0.115,0.605,201.0,171.0,1.716
1304.0,16,16,False,accept,1010,0.0625,0.5,5.0,147.0,1.47
1304.0,17,17,True,impatient,1001,0.115,0.605,167.0,146.0,1.462
1425.0,18,18,False,accept,0001,0.115,0.605,215.0,131.0,1.314
1664.0,19,19,False,accept,0111,0.0625,0.5,154.0,213.0,2.13
1784.0,20,20,False,accept,0101,0.19827586206896555,0.6810344827586208,230.0,104.0,1.043
1904.0,21,21,False,accept,0011,0.115,0.605,193.0,157.0,1.575
2144.0,25,25,False,accept,1111,0.0625,0.5,73.0,199.0,1.995
2264.0,22,22,False,accept,0011,0.0625,0.5,24.0,65.0,0.652
2384.0,27,27,True,impatient,1101,0.115,0.605,91.0,50.0,0.503
2504.0,24,24,False,accept,1010,0.0625,0.5,86.0,172.0,1.726
2504.0,23,23,True,impatient,1000,0.08098591549295775,0.5,145.0,54.0,0.545
2504.0,26,26,False,accept,1100,0.0625,0.5,193.0,223.0,2.235
2864.0,29,29,False,accept,1010,0.0625,0.5,75.0,110.0,1.105
2984.0,30,30,False,accept,0100,0.0625,0.5,72.0,138.0,1.387
3104.0,33,33,False,accept,1100,0.0625,0.5,47.0,91.0,0.913
3344.0,37,37,False,accept,0111,0.0625,0.5,66.0,129.0,1.296
3344.0,32,32,False,accept,0111,0.0625,0.5,178.0,189.0,1.898
3584.0,39,39,False,accept,0111,0.0625,0.5,72.0,171.0,1.713
3824.0,38,38,True,delay_sensitive,0111,0.08098591549295775,0.5,178.0,88.0,0.888
