time,passenger_id,request_id,rejected,reason,true_type,ptrue,rule_acc,wait_time,travel_time,fare
54.0,0,0,False,accept,1011,0.0625,0.5,50.0,261.0,2.616
174.0,2,2,False,accept,0110,0.0625,0.5,15.0,135.0,1.359
414.0,3,3,True,impatient,1000,0.115,0.605,101.0,97.0,0.979
414.0,1,1,False,accept,0110,0.115,0.605,182.0,142.0,1.425
534.0,5,5,False,accept,1010,0.0625,0.5,151.0,188.0,1.882
898.0,8,8,False,accept,0011,0.0625,0.5,75.0,132.0,1.328
1014.0,7,7,False,accept,1010,0.0625,0.5,139.0,214.0,2.144
1134.0,10,10,False,accept,1111,0.0625,0.5,64.0,112.0,1.122
1254.0,12,12,True,price_sensitive,0110,0.115,0.605,177.0,277.0,2.778
1374.0,13,13,False,accept,0011,0.115,0.605,129.0,126.0,1.26
1374.0,11,11,True,impatient,1001,0.115,0.605,242.0,187.0,1.875
1494.0,14,14,False,accept,0001,0.0625,0.5,131.0,185.0,1.855
1614.0,15,15,False,accept,0010,0.115,0.605,235.0,156.0,1.568
1734.0,16,16,True,price_sensitive,1110,0.115,0.605,136.0,275.0,2.759
1854.0,19,19,False,accept,1111,0.0625,0.5,74.0,76.0,0.76
1974.0,20,20,False,accept,1001,0.0625,0.5,80.0,168.0,1.685
2094.0,23,23,False,accept,0111,0.0625,0.5,60.0,161.0,1.618
2094.0,21,21,True,impatient,1111,0.115,0.605,70.0,57.0,0.574
2214.0,25,25,True,delay_sensitive,0111,0.08098591549295775,0.5,102.0,34.0,0.342
2334.0,22,22,True,impatient,1101,0.08098591549295775,0.5,129.0,30.0,0.301
2334.0,24,24,True,impatient,1001,0.08098591549295775,0.5,129.0,6.0,0.068
2454.0,27,27,True,impatient,1101,0.115,0.605,150.0,134.0,1.349
2454.0,28,28,True,impatient,1001,0.115,0.605,337.0,224.0,2.245
2574.0,29,29,False,accept,1000,0.0625,0.5,11.0,114.0,1.145
2574.0,30,30,False,accept,1101,0.0625,0.5,87.0,209.0,2.096
2574.0,26,26,False,accept,0001,0.115,0.605,291.0,234.0,2.345
