time,passenger_id,request_id,rejected,reason,true_type,ptrue,rule_acc,wait_time,travel_time,fare
75.0,1,1,False,accept,1010,0.0625,0.5,42.0,230.0,2.303
75.0,2,2,True,delay_sensitive,0111,0.08098591549295775,0.5,222.0,82.0,0.828
75.0,0,0,True,impatient,1010,0.115,0.605,295.0,225.0,2.25
195.0,3,3,True,impatient,1001,0.08098591549295775,0.5,252.0,112.0,1.124
315.0,5,5,False,accept,0010,0.115,0.605,252.0,167.0,1.672
315.0,4,4,True,impatient,1001,0.08098591549295775,0.5,345.0,143.0,1.436
555.0,6,6,False,accept,0011,0.115,0.605,169.0,117.0,1.171
675.0,7,7,False,accept,1000,0.115,0.605,157.0,280.0,2.802
795.0,11,11,True,delay_sensitive,0111,0.08098591549295775,0.5,122.0,40.0,0.402
915.0,12,12,False,accept,1011,0.0625,0.5,32.0,72.0,0.72
915.0,10,10,True,impatient,1010,0.115,0.605,197.0,188.0,1.882
1035.0,9,9,True,impatient,1110,0.115,0.605,201.0,171.0,1.716
1155.0,13,13,True,price_sensitive,0101,0.115,0.605,97.0,287.0,2.876
1155.0,8,8,False,accept,0000,0.19827586206896555,0.6810344827586208,308.0,119.0,1.199
1275.0,16,16,False,accept,1010,0.0625,0.5,5.0,147.0,1.47
1275.0,15,15,False,accept,1101,0.0625,0.5,121.0,213.0,2.137
1275.0,17,17,False,accept,1001,0.0625,0.5,122.0,146.0,1.462
1515.0,18,18,False,accept,0001,0.115,0.605,179.0,131.0,1.314
1635.0,19,19,False,accept,0111,0.0625,0.5,27.0,213.0,2.13
1755.0,20,20,False,accept,0101,0.115,0.605,112.0,104.0,1.043
1995.0,21,21,False,accept,0011,0.0625,0.5,24.0,157.0,1.575
1995.0,22,22,False,accept,0011,0.115,0.605,81.0,65.0,0.652
2115.0,24,24,False,accept,1010,0.0625,0.5,45.0,172.0,1.726
2115.0,25,25,False,accept,1111,0.0625,0.5,73.0,199.0,1.995
2235.0,23,23,True,impatient,1000,0.08098591549295775,0.5,189.0,54.0,0.545
2355.0,27,27,True,impatient,1101,0.115,0.605,60.0,50.0,0.503
2475.0,26,26,False,accept,1100,0.0625,0.5,142.0,223.0,2.235
2715.0,28,28,False,accept,1010,0.0625,0.5,211.0,222.0,2.222
2955.0,30,30,False,accept,0100,0.0625,0.5,72.0,138.0,1.387
3195.0,32,32,False,accept,0111,0.0625,0.5,99.0,189.0,1.898
3315.0,33,33,True,impatient,1100,0.08098591549295775,0.5,191.0,91.0,0.913
3435.0,37,37,False,accept,0111,0.0625,0.5,117.0,129.0,1.296
3555.0,38,38,True,delay_sensitive,0111,0.08098591549295775,0.5,178.0,88.0,0.888
3675.0,39,39,False,accept,0111,0.115,0.605,253.0,171.0,1.713
