time,passenger_id,request_id,rejected,reason,true_type,ptrue,rule_acc,wait_time,travel_time,fare
70.0,0,0,False,accept,0110,0.0625,0.5,47.0,137.0,1.374
190.0,2,2,False,accept,1010,0.0625,0.5,27.0,235.0,2.355
190.0,1,1,False,accept,1010,0.0625,0.5,69.0,153.0,1.534
310.0,3,3,False,accept,1011,0.0625,0.5,58.0,79.0,0.795
430.0,4,4,True,price_sensitive,0101,0.115,0.605,204.0,328.0,3.289
550.0,5,5,False,accept,0010,0.0625,0.5,68.0,141.0,1.416
550.0,6,6,False,accept,0111,0.0625,0.5,100.0,122.0,1.224
670.0,7,7,False,accept,1101,0.0625,0.5,14.0,80.0,0.803
790.0,8,8,False,accept,1010,0.0625,0.5,22.0,86.0,0.865
790.0,9,9,False,accept,1000,0.0625,0.5,28.0,41.0,0.419
910.0,10,10,False,accept,1111,0.0625,0.5,100.0,101.0,1.013
1150.0,11,11,False,accept,0010,0.0625,0.5,46.0,113.0,1.137
1159.0,12,12,False,accept,1000,0.0625,0.5,23.0,95.0,0.95
1390.0,13,13,True,price_sensitive,0111,0.115,0.605,138.0,320.0,3.207
1510.0,14,14,True,price_sensitive,0111,0.115,0.605,281.0,286.0,2.865
1630.0,15,15,True,impatient,1000,0.08098591549295775,0.5,129.0,32.0,0.325
1750.0,16,16,False,accept,1000,0.0625,0.5,48.0,159.0,1.597
1760.0,17,17,False,accept,1100,0.0625,0.5,117.0,134.0,1.345
1870.0,18,18,False,accept,0110,0.0625,0.5,193.0,231.0,2.313
1990.0,19,19,False,accept,1000,0.0625,0.5,73.0,253.0,2.538
1990.0,20,20,False,accept,1001,0.0625,0.5,111.0,140.0,1.409
2110.0,22,22,False,accept,1101,0.0625,0.5,0.0,45.0,0.457
2110.0,21,21,False,accept,0011,0.0625,0.5,58.0,98.0,0.981
2230.0,23,23,False,accept,1101,0.0625,0.5,179.0,182.0,1.829
2350.0,24,24,False,accept,0111,0.0625,0.5,6.0,111.0,1.11
2354.0,25,25,False,accept,1101,0.0625,0.5,57.0,147.0,1.478
2473.0,26,26,True,impatient,1100,0.115,0.605,88.0,44.0,0.444
2710.0,27,27,False,accept,0000,0.0625,0.5,122.0,220.0,2.207
2830.0,28,28,False,accept,0110,0.0625,0.5,125.0,202.0,2.024
2950.0,29,29,False,accept,0001,0.115,0.605,163.0,131.0,1.319
2964.0,31,31,True,impatient,1011,0.115,0.605,141.0,99.0,0.994
3070.0,33,33,False,accept,1011,0.0625,0.5,44.0,193.0,1.937
3190.0,32,32,False,accept,0101,0.0625,0.5,52.0,157.0,1.574
3310.0,36,36,False,accept,1001,0.0625,0.5,65.0,216.0,2.162
3310.0,30,30,False,accept,0010,0.115,0.605,72.0,292.0,2.92
3430.0,34,34,False,accept,1010,0.0625,0.5,50.0,248.0,2.481
3550.0,38,38,False,accept,0001,0.0625,0.5,158.0,211.0,2.11
3670.0,37,37,False,accept,0000,0.115,0.605,178.0,134.0,1.346
3790.0,39,39,False,accept,0011,0.115,0.605,127.0,108.0,1.089
