time,passenger_id,request_id,rejected,reason,true_type,ptrue,rule_acc,wait_time,travel_time,fare
66.0,0,0,True,impatient,1001,0.08098591549295775,0.5,195.0,83.0,0.837
306.0,1,1,False,accept,1011,0.0625,0.5,134.0,272.0,2.725
426.0,4,4,False,accept,0100,0.0625,0.5,12.0,127.0,1.275
426.0,2,2,False,accept,1001,0.0625,0.5,14.0,103.0,1.039
426.0,3,3,False,accept,0111,0.115,0.605,91.0,61.0,0.611
546.0,6,6,False,accept,0011,0.0625,0.5,58.0,131.0,1.316
666.0,5,5,False,accept,1101,0.0625,0.5,76.0,216.0,2.166
1146.0,7,7,False,accept,1101,0.0625,0.5,113.0,146.0,1.461
1154.0,8,8,True,impatient,1101,0.115,0.605,44.0,31.0,0.314
1266.0,10,10,False,accept,0111,0.0625,0.5,48.0,118.0,1.189
1266.0,11,11,False,accept,0100,0.0625,0.5,53.0,114.0,1.142
1269.0,12,12,True,impatient,1101,0.115,0.605,124.0,119.0,1.191
1386.0,9,9,True,delay_sensitive,0011,0.08098591549295775,0.5,163.0,34.0,0.342
1506.0,13,13,False,accept,0000,0.0625,0.5,55.0,103.0,1.035
1506.0,14,14,False,accept,0100,0.0625,0.5,59.0,250.0,2.502
1626.0,15,15,False,accept,0000,0.0625,0.5,19.0,67.0,0.673
1626.0,16,16,True,impatient,1101,0.115,0.605,206.0,180.0,1.805
1746.0,19,19,False,accept,0001,0.0625,0.5,50.0,135.0,1.359
1746.0,18,18,True,price_sensitive,1101,0.115,0.605,96.0,280.0,2.8
1746.0,17,17,False,accept,0111,0.115,0.605,136.0,118.0,1.186
1875.0,20,20,False,accept,0010,0.0625,0.5,25.0,156.0,1.56
1986.0,22,22,False,accept,0000,0.0625,0.5,9.0,127.0,1.279
1986.0,21,21,False,accept,0001,0.115,0.605,86.0,58.0,0.586
2106.0,23,23,False,accept,1100,0.0625,0.5,6.0,227.0,2.27
2226.0,25,25,True,impatient,1001,0.115,0.605,66.0,44.0,0.444
2226.0,24,24,False,accept,0010,0.115,0.605,118.0,112.0,1.127
2346.0,26,26,False,accept,0101,0.0625,0.5,66.0,101.0,1.011
2466.0,27,27,False,accept,0100,0.19827586206896555,0.6810344827586208,69.0,26.0,0.262
2466.0,28,28,False,accept,0110,0.115,0.605,74.0,66.0,0.667
2586.0,29,29,False,accept,0010,0.0625,0.5,44.0,212.0,2.129
2586.0,30,30,False,accept,0100,0.0625,0.5,91.0,140.0,1.408
2706.0,31,31,True,price_sensitive,0110,0.115,0.605,136.0,282.0,2.828
2946.0,32,32,False,accept,1110,0.0625,0.5,53.0,64.0,0.649
3066.0,33,33,False,accept,0001,0.0625,0.5,95.0,154.0,1.541
3193.0,34,34,True,impatient,1001,0.115,0.605,203.0,198.0,1.989
3306.0,36,36,False,accept,1010,0.0625,0.5,69.0,162.0,1.622
3306.0,35,35,False,accept,1011,0.0625,0.5,82.0,94.0,0.944
3317.0,37,37,False,accept,0100,0.0625,0.5,117.0,157.0,1.579
3426.0,38,38,False,accept,0011,0.115,0.605,157.0,132.0,1.329
3426.0,39,39,False,accept,0110,0.0625,0.5,194.0,197.0,1.976
