time,passenger_id,request_id,rejected,reason,true_type,ptrue,rule_acc,wait_time,travel_time,fare
15.0,0,0,False,accept,1000,0.0625,0.5,53.0,262.0,2.628
130.0,1,1,False,accept,0100,0.0625,0.5,76.0,141.0,1.41
250.0,2,2,False,accept,0100,0.0625,0.5,66.0,92.0,0.927
370.0,3,3,False,accept,0110,0.0625,0.5,27.0,114.0,1.14
370.0,4,4,False,accept,1001,0.0625,0.5,39.0,115.0,1.152
490.0,5,5,False,accept,0101,0.0625,0.5,18.0,139.0,1.398
610.0,6,6,False,accept,0101,0.0625,0.5,65.0,101.0,1.011
730.0,7,7,False,accept,1010,0.0625,0.5,91.0,182.0,1.823
970.0,8,8,True,price_sensitive,1110,0.115,0.605,249.0,425.0,4.258
1210.0,9,9,False,accept,1100,0.0625,0.5,34.0,223.0,2.231
1450.0,10,10,False,accept,1011,0.0625,0.5,94.0,147.0,1.474
1570.0,11,11,False,accept,0011,0.0625,0.5,14.0,100.0,1.006
1575.0,12,12,True,impatient,1110,0.115,0.605,118.0,76.0,0.762
1690.0,14,14,False,accept,1011,0.0625,0.5,74.0,96.0,0.966
1690.0,13,13,True,impatient,1111,0.115,0.605,96.0,94.0,0.941
1810.0,15,15,False,accept,0001,0.0625,0.5,81.0,131.0,1.31
1930.0,16,16,False,accept,0011,0.0625,0.5,6.0,123.0,1.231
2050.0,18,18,False,accept,0001,0.0625,0.5,12.0,23.0,0.23
2050.0,17,17,False,accept,0100,0.0625,0.5,45.0,141.0,1.415
2170.0,19,19,False,accept,1011,0.0625,0.5,49.0,63.0,0.639
2170.0,20,20,False,accept,0101,0.0625,0.5,58.0,182.0,1.827
2170.0,22,22,False,accept,0011,0.0625,0.5,65.0,164.0,1.641
2170.0,21,21,True,impatient,1011,0.115,0.605,82.0,62.0,0.622
2170.0,23,23,False,accept,0110,0.115,0.605,188.0,137.0,1.376
2290.0,26,26,True,impatient,1010,0.08098591549295775,0.573943661971831,29.0,14.0,0.147
2290.0,24,24,False,accept,1110,0.0625,0.5,33.0,140.0,1.4
2290.0,25,25,False,accept,1100,0.0625,0.5,61.0,191.0,1.916
2530.0,27,27,False,accept,0111,0.0625,0.5,28.0,76.0,0.768
2664.0,28,28,False,accept,1110,0.0625,0.5,16.0,125.0,1.256
2770.0,29,29,False,accept,0111,0.0625,0.5,142.0,176.0,1.769
2778.0,30,30,False,accept,1001,0.0625,0.5,102.0,143.0,1.436
2890.0,31,31,False,accept,1011,0.0625,0.5,98.0,181.0,1.81
3017.0,32,32,False,accept,1111,0.0625,0.5,79.0,87.0,0.872
3130.0,33,33,True,price_sensitive,1110,0.115,0.605,143.0,286.0,2.861
3370.0,35,35,False,accept,0000,0.0625,0.5,5.0,254.0,2.548
3370.0,34,34,False,accept,0001,0.0625,0.5,25.0,154.0,1.542
3490.0,38,38,False,accept,1101,0.0625,0.5,156.0,196.0,1.968
3490.0,37,37,False,accept,0011,0.0625,0.5,145.0,216.0,2.161
3610.0,36,36,False,accept,0111,0.0625,0.5,107.0,201.0,2.011
3970.0,39,39,False,accept,1100,0.0625,0.5,8.0,79.0,0.793
