time,passenger_id,request_id,rejected,reason,true_type,ptrue,rule_acc,wait_time,travel_time,fare
53.0,1,1,False,accept,1000,0.0625,0.5,41.0,117.0,1.178
53.0,2,2,False,accept,0000,0.0625,0.5,54.0,57.0,0.579
53.0,0,0,False,accept,1100,0.0625,0.5,87.0,147.0,1.47
173.0,3,3,True,impatient,1011,0.115,0.605,137.0,92.0,0.925
293.0,7,7,False,accept,1110,0.0625,0.5,32.0,104.0,1.046
293.0,6,6,False,accept,0011,0.0625,0.5,35.0,137.0,1.371
293.0,8,8,False,accept,0001,0.0625,0.5,104.0,213.0,2.131
293.0,4,4,True,price_sensitive,0111,0.115,0.605,221.0,320.0,3.201
413.0,9,9,False,accept,1110,0.0625,0.5,12.0,89.0,0.897
413.0,5,5,True,price_sensitive,1101,0.115,0.605,227.0,395.0,3.951
533.0,10,10,False,accept,0011,0.0625,0.5,15.0,39.0,0.392
653.0,11,11,True,impatient,1000,0.08098591549295775,0.5,39.0,9.0,0.092
653.0,12,12,False,accept,0101,0.0625,0.5,74.0,154.0,1.54
773.0,13,13,False,accept,0101,0.0625,0.5,58.0,145.0,1.454
773.0,14,14,False,accept,1000,0.0625,0.5,74.0,221.0,2.21
777.0,15,15,False,accept,0000,0.115,0.605,116.0,105.0,1.05
1013.0,16,16,False,accept,0110,0.115,0.605,84.0,75.0,0.751
1613.0,18,18,False,accept,0001,0.0625,0.5,35.0,71.0,0.714
1613.0,19,19,False,accept,0011,0.0625,0.5,78.0,216.0,2.163
1613.0,17,17,False,accept,1000,0.0625,0.5,86.0,198.0,1.986
1853.0,21,21,False,accept,0001,0.0625,0.5,9.0,93.0,0.936
1853.0,20,20,True,impatient,1111,0.115,0.605,64.0,46.0,0.465
1973.0,22,22,False,accept,0101,0.0625,0.5,63.0,247.0,2.477
2093.0,23,23,False,accept,0111,0.0625,0.5,109.0,175.0,1.75
2213.0,24,24,False,accept,1001,0.0625,0.5,88.0,136.0,1.369
2333.0,25,25,False,accept,0001,0.0625,0.5,14.0,113.0,1.136
2343.0,26,26,True,delay_sensitive,0011,0.08098591549295775,0.5,153.0,53.0,0.538
2580.0,27,27,False,accept,0100,0.0625,0.5,39.0,62.0,0.629
2693.0,28,28,False,accept,0100,0.19827586206896555,0.6810344827586208,121.0,36.0,0.366
2699.0,29,29,False,accept,0101,0.115,0.605,185.0,107.0,1.076
3173.0,30,30,False,accept,0000,0.0625,0.5,75.0,201.0,2.016
3184.0,31,31,False,accept,1111,0.0625,0.5,65.0,210.0,2.1
3293.0,35,35,True,impatient,1110,0.08098591549295775,0.573943661971831,142.0,66.0,0.664
3293.0,34,34,False,accept,0110,0.0625,0.5,108.0,118.0,1.187
3413.0,37,37,True,delay_sensitive,0110,0.08098591549295775,0.5,87.0,39.0,0.399
3533.0,39,39,False,accept,1001,0.0625,0.5,101.0,184.0,1.847
3533.0,32,32,False,accept,1111,0.0625,0.5,111.0,115.0,1.156
3533.0,36,36,False,accept,0111,0.0625,0.5,176.0,205.0,2.053
3653.0,38,38,False,accept,1100,0.0625,0.5,145.0,232.0,2.321
