time,passenger_id,request_id,rejected,reason,true_type,ptrue,rule_acc,wait_time,travel_time,fare
59.0,1,1,False,accept,0011,0.0625,0.5,3.0,249.0,2.493
59.0,0,0,True,impatient,1000,0.115,0.605,51.0,48.0,0.482
61.0,2,2,False,accept,1111,0.0625,0.5,116.0,270.0,2.702
299.0,3,3,False,accept,0001,0.0625,0.5,30.0,30.0,0.303
299.0,4,4,False,accept,1011,0.0625,0.5,181.0,237.0,2.375
539.0,5,5,True,impatient,1100,0.115,0.605,167.0,151.0,1.519
548.0,6,6,False,accept,0111,0.0625,0.5,40.0,52.0,0.526
779.0,7,7,False,accept,0100,0.19827586206896555,0.6810344827586208,76.0,14.0,0.149
899.0,8,8,False,accept,0101,0.0625,0.5,28.0,134.0,1.349
899.0,9,9,False,accept,1001,0.0625,0.5,181.0,266.0,2.663
904.0,10,10,False,accept,0110,0.115,0.605,197.0,193.0,1.93
909.0,11,11,False,accept,1000,0.0625,0.5,19.0,162.0,1.624
1019.0,13,13,False,accept,1100,0.0625,0.5,35.0,129.0,1.297
1019.0,12,12,False,accept,1010,0.115,0.605,233.0,347.0,3.475
1139.0,14,14,True,price_sensitive,0111,0.115,0.605,51.0,336.0,3.363
1259.0,15,15,False,accept,1001,0.0625,0.5,53.0,95.0,0.954
1259.0,16,16,True,impatient,1000,0.115,0.605,190.0,170.0,1.7
1259.0,17,17,False,accept,0110,0.0625,0.5,229.0,250.0,2.5
1267.0,18,18,False,accept,1011,0.0625,0.5,65.0,180.0,1.805
1379.0,19,19,True,price_sensitive,1100,0.115,0.605,0.0,275.0,2.759
1623.0,20,20,False,accept,1001,0.0625,0.5,170.0,236.0,2.365
1859.0,21,21,False,accept,1011,0.0625,0.5,122.0,275.0,2.75
1859.0,22,22,True,price_sensitive,1111,0.115,0.605,240.0,293.0,2.938
1979.0,24,24,False,accept,0110,0.0625,0.5,39.0,134.0,1.349
1979.0,23,23,False,accept,1100,0.0625,0.5,77.0,183.0,1.833
2219.0,25,25,False,accept,1000,0.0625,0.5,78.0,181.0,1.813
2219.0,26,26,True,impatient,1001,0.115,0.605,154.0,117.0,1.175
2339.0,28,28,False,accept,0100,0.0625,0.5,54.0,113.0,1.132
2339.0,29,29,False,accept,0001,0.0625,0.5,55.0,146.0,1.465
2339.0,27,27,False,accept,1110,0.0625,0.5,100.0,179.0,1.799
2459.0,31,31,False,accept,0010,0.115,0.605,44.0,43.0,0.436
2459.0,30,30,False,accept,0101,0.0625,0.5,49.0,102.0,1.026
2459.0,33,33,False,accept,0011,0.0625,0.5,52.0,113.0,1.134
2459.0,32,32,False,accept,0010,0.115,0.605,159.0,101.0,1.011
3059.0,34,34,False,accept,0000,0.19827586206896555,0.6810344827586208,102.0,46.0,0.466
3059.0,35,35,False,accept,0110,0.0625,0.5,91.0,163.0,1.63
3299.0,36,36,False,accept,0001,0.0625,0.5,52.0,192.0,1.923
3419.0,37,37,False,accept,1001,0.0625,0.5,58.0,134.0,1.348
3425.0,38,38,False,accept,1000,0.0625,0.5,79.0,105.0,1.058
3659.0,39,39,False,accept,1110,0.0625,0.5,120.0,121.0,1.215
