time,passenger_id,request_id,rejected,reason,true_type,ptrue,rule_acc,wait_time,travel_time,fare
58.0,0,0,False,accept,0001,0.0625,0.5,77.0,192.0,1.927
66.0,1,1,False,accept,0000,0.0625,0.5,64.0,123.0,1.238
178.0,2,2,True,impatient,1010,0.08098591549295775,0.573943661971831,182.0,24.0,0.241
298.0,4,4,False,accept,0100,0.0625,0.5,0.0,90.0,0.909
298.0,3,3,True,impatient,1110,0.115,0.605,168.0,164.0,1.642
418.0,5,5,True,price_sensitive,1111,0.115,0.605,115.0,286.0,2.867
778.0,7,7,False,accept,0010,0.0625,0.5,51.0,153.0,1.535
778.0,6,6,False,accept,1000,0.0625,0.5,76.0,109.0,1.093
778.0,8,8,False,accept,0100,0.0625,0.5,241.0,250.0,2.5
898.0,9,9,False,accept,0000,0.0625,0.5,29.0,72.0,0.722
1018.0,10,10,False,accept,1001,0.0625,0.5,133.0,195.0,1.95
1138.0,12,12,False,accept,1011,0.0625,0.5,30.0,139.0,1.394
1138.0,11,11,True,impatient,1010,0.115,0.605,152.0,80.0,0.804
1151.0,13,13,False,accept,0001,0.115,0.605,124.0,123.0,1.236
1258.0,14,14,False,accept,1110,0.0625,0.5,163.0,205.0,2.056
1378.0,15,15,False,accept,0100,0.0625,0.5,65.0,77.0,0.778
1378.0,16,16,False,accept,0001,0.115,0.605,184.0,144.0,1.445
1498.0,17,17,False,accept,1001,0.0625,0.5,57.0,227.0,2.271
1618.0,18,18,False,accept,0001,0.0625,0.5,103.0,234.0,2.344
1738.0,21,21,False,accept,1011,0.0625,0.5,61.0,143.0,1.438
1738.0,19,19,False,accept,1110,0.0625,0.5,74.0,176.0,1.764
1738.0,20,20,False,accept,0011,0.115,0.605,267.0,193.0,1.936
1858.0,22,22,False,accept,1110,0.0625,0.5,37.0,42.0,0.428
1858.0,23,23,True,price_sensitive,0101,0.08098591549295775,0.5,339.0,309.0,3.09
1978.0,26,26,False,accept,0110,0.0625,0.5,32.0,149.0,1.497
1978.0,24,24,False,accept,0111,0.0625,0.5,96.0,129.0,1.293
1978.0,25,25,True,delay_sensitive,0010,0.08098591549295775,0.5,141.0,65.0,0.654
1978.0,27,27,True,impatient,1110,0.115,0.605,200.0,111.0,1.11
2338.0,29,29,False,accept,0111,0.115,0.605,26.0,18.0,0.187
2338.0,30,30,True,impatient,1111,0.115,0.605,48.0,39.0,0.399
2338.0,28,28,True,impatient,1111,0.08098591549295775,0.573943661971831,74.0,35.0,0.353
2458.0,31,31,False,accept,0010,0.0625,0.5,39.0,260.0,2.609
2578.0,33,33,False,accept,1101,0.0625,0.5,10.0,250.0,2.502
2578.0,32,32,False,accept,1111,0.0625,0.5,69.0,77.0,0.77
2938.0,34,34,False,accept,0101,0.0625,0.5,109.0,147.0,1.473
3058.0,35,35,False,accept,1100,0.0625,0.5,120.0,155.0,1.553
3298.0,36,36,False,accept,0101,0.115,0.605,67.0,39.0,0.391
3418.0,38,38,False,accept,1010,0.0625,0.5,107.0,145.0,1.451
3418.0,39,39,True,price_sensitive,1101,0.115,0.605,113.0,281.0,2.81
3418.0,37,37,True,price_sensitive,0110,0.115,0.605,164.0,298.0,2.987
