time,passenger_id,request_id,rejected,reason,true_type,ptrue,rule_acc,wait_time,travel_time,fare
45.0,1,1,False,accept,1011,0.0625,0.5,4.0,106.0,1.065
45.0,0,0,False,accept,1011,0.0625,0.5,45.0,83.0,0.838
45.0,2,2,False,accept,0000,0.0625,0.5,53.0,126.0,1.267
285.0,3,3,False,accept,0011,0.0625,0.5,14.0,224.0,2.249
660.0,4,4,False,accept,0100,0.0625,0.5,44.0,118.0,1.185
770.0,5,5,False,accept,0001,0.115,0.605,64.0,47.0,0.475
885.0,6,6,False,accept,0101,0.0625,0.5,67.0,164.0,1.648
1125.0,7,7,False,accept,1001,0.0625,0.5,144.0,222.0,2.228
1127.0,8,8,True,impatient,1100,0.115,0.605,37.0,33.0,0.334
1245.0,9,9,False,accept,0001,0.0625,0.5,14.0,92.0,0.923
1245.0,10,10,False,accept,1011,0.0625,0.5,157.0,157.0,1.579
1365.0,13,13,False,accept,0110,0.0625,0.5,6.0,77.0,0.771
1365.0,11,11,False,accept,1010,0.0625,0.5,67.0,79.0,0.799
1365.0,12,12,False,accept,0111,0.0625,0.5,109.0,116.0,1.16
1485.0,15,15,True,impatient,1110,0.115,0.605,93.0,61.0,0.619
1605.0,18,18,False,accept,1001,0.0625,0.5,27.0,211.0,2.111
1605.0,16,16,False,accept,0100,0.0625,0.5,57.0,115.0,1.155
1605.0,17,17,True,impatient,1110,0.115,0.605,133.0,74.0,0.744
1605.0,14,14,True,impatient,1010,0.115,0.605,290.0,272.0,2.724
1725.0,19,19,False,accept,1000,0.0625,0.5,124.0,193.0,1.937
1845.0,20,20,False,accept,1110,0.0625,0.5,26.0,200.0,2.001
1965.0,21,21,False,accept,0100,0.0625,0.5,92.0,110.0,1.108
2085.0,22,22,False,accept,1110,0.0625,0.5,64.0,254.0,2.549
2205.0,23,23,False,accept,0011,0.0625,0.5,65.0,162.0,1.625
2325.0,25,25,False,accept,0011,0.0625,0.5,59.0,165.0,1.659
2450.0,26,26,False,accept,0101,0.0625,0.5,15.0,52.0,0.522
2698.0,27,27,True,impatient,1111,0.115,0.605,130.0,117.0,1.174
2805.0,28,28,True,delay_sensitive,0010,0.08098591549295775,0.5,152.0,68.0,0.684
2925.0,29,29,False,accept,0110,0.115,0.605,147.0,89.0,0.896
3285.0,31,31,False,accept,0001,0.19827586206896555,0.6810344827586208,135.0,61.0,0.618
3525.0,38,38,False,accept,1000,0.0625,0.5,48.0,214.0,2.146
