time,passenger_id,request_id,rejected,reason,true_type,ptrue,rule_acc,wait_time,travel_time,fare
46.0,0,0,False,accept,0111,0.0625,0.5,65.0,141.0,1.417
166.0,2,2,True,impatient,1110,0.08098591549295775,0.573943661971831,21.0,9.0,0.091
166.0,1,1,False,accept,1110,0.0625,0.5,77.0,165.0,1.658
166.0,3,3,False,accept,0000,0.0625,0.5,94.0,97.0,0.975
179.0,4,4,False,accept,1100,0.0625,0.5,22.0,161.0,1.616
286.0,5,5,False,accept,0010,0.115,0.605,169.0,162.0,1.62
286.0,6,6,True,impatient,1000,0.115,0.605,210.0,203.0,2.03
406.0,7,7,False,accept,0010,0.0625,0.5,82.0,207.0,2.072
406.0,8,8,False,accept,0101,0.0625,0.5,112.0,180.0,1.801
412.0,9,9,False,accept,1011,0.0625,0.5,8.0,43.0,0.437
526.0,10,10,True,impatient,1011,0.115,0.605,32.0,30.0,0.303
646.0,11,11,True,impatient,1110,0.115,0.605,44.0,22.0,0.223
766.0,13,13,False,accept,1001,0.0625,0.5,35.0,80.0,0.806
766.0,12,12,False,accept,1001,0.0625,0.5,52.0,89.0,0.895
886.0,14,14,False,accept,0001,0.0625,0.5,29.0,146.0,1.461
1006.0,15,15,False,accept,0000,0.0625,0.5,52.0,141.0,1.413
1126.0,16,16,False,accept,0010,0.0625,0.5,5.0,187.0,1.875
1126.0,17,17,True,impatient,1110,0.115,0.605,69.0,50.0,0.503
1606.0,18,18,False,accept,1011,0.0625,0.5,29.0,82.0,0.821
1606.0,19,19,True,impatient,1010,0.115,0.605,90.0,73.0,0.732
1611.0,20,20,False,accept,0110,0.0625,0.5,110.0,237.0,2.37
1726.0,21,21,False,accept,1110,0.0625,0.5,16.0,227.0,2.275
1846.0,22,22,True,price_sensitive,0110,0.115,0.605,22.0,284.0,2.844
2206.0,23,23,False,accept,0000,0.0625,0.5,56.0,153.0,1.537
2326.0,24,24,False,accept,1110,0.0625,0.5,18.0,152.0,1.529
2566.0,25,25,True,impatient,1101,0.115,0.605,99.0,62.0,0.626
2686.0,26,26,False,accept,0111,0.0625,0.5,14.0,218.0,2.185
2686.0,27,27,False,accept,0111,0.0625,0.5,49.0,101.0,1.011
2806.0,28,28,False,accept,1110,0.0625,0.5,149.0,153.0,1.53
2926.0,29,29,False,accept,0010,0.0625,0.5,152.0,241.0,2.414
3166.0,30,30,False,accept,0011,0.0625,0.5,155.0,177.0,1.779
3175.0,34,34,False,accept,0101,0.0625,0.5,99.0,116.0,1.169
3406.0,32,32,False,accept,0001,0.0625,0.5,14.0,129.0,1.298
3526.0,35,35,False,accept,1010,0.0625,0.5,5.0,161.0,1.613
3646.0,33,33,False,accept,0100,0.19827586206896555,0.6810344827586208,55.0,6.0,0.069
3646.0,36,36,False,accept,0100,0.0625,0.5,76.0,129.0,1.298
3766.0,38,38,False,accept,1000,0.0625,0.5,68.0,156.0,1.569
3766.0,39,39,True,impatient,1011,0.08098591549295775,0.573943661971831,121.0,52.0,0.525
3886.0,37,37,False,accept,0111,0.115,0.605,135.0,108.0,1.085
