time,passenger_id,request_id,rejected,reason,true_type,ptrue,rule_acc,wait_time,travel_time,fare
64.0,0,0,False,accept,0111,0.0625,0.5,65.0,141.0,1.417
184.0,2,2,True,impatient,1110,0.08098591549295775,0.573943661971831,21.0,9.0,0.091
304.0,5,5,False,accept,0010,0.115,0.605,169.0,162.0,1.62
424.0,1,1,False,accept,1110,0.0625,0.5,35.0,165.0,1.658
664.0,11,11,True,impatient,1110,0.115,0.605,44.0,22.0,0.223
664.0,3,3,False,accept,0000,0.0625,0.5,78.0,97.0,0.975
784.0,13,13,False,accept,1001,0.0625,0.5,35.0,80.0,0.806
904.0,12,12,True,impatient,1001,0.115,0.605,105.0,89.0,0.895
1024.0,15,15,False,accept,0000,0.0625,0.5,57.0,141.0,1.413
1024.0,14,14,False,accept,0001,0.115,0.605,156.0,146.0,1.461
1264.0,16,16,False,accept,0010,0.0625,0.5,99.0,187.0,1.875
1384.0,17,17,True,impatient,1110,0.08098591549295775,0.573943661971831,140.0,50.0,0.503
1624.0,18,18,True,impatient,1011,0.115,0.605,85.0,82.0,0.821
1639.0,21,21,False,accept,1110,0.0625,0.5,16.0,227.0,2.275
1744.0,19,19,True,impatient,1010,0.115,0.605,90.0,73.0,0.732
1864.0,20,20,False,accept,0110,0.0625,0.5,115.0,237.0,2.37
1984.0,22,22,True,price_sensitive,0110,0.115,0.605,227.0,284.0,2.844
2224.0,23,23,False,accept,0000,0.115,0.605,202.0,153.0,1.537
2344.0,24,24,True,impatient,1110,0.115,0.605,164.0,152.0,1.529
2584.0,25,25,True,impatient,1101,0.115,0.605,111.0,62.0,0.626
2704.0,27,27,False,accept,0111,0.0625,0.5,71.0,101.0,1.011
2944.0,29,29,False,accept,0010,0.0625,0.5,10.0,241.0,2.414
3304.0,32,32,False,accept,0001,0.0625,0.5,14.0,129.0,1.298
3544.0,33,33,False,accept,0100,0.19827586206896555,0.6810344827586208,55.0,6.0,0.069
3664.0,38,38,False,accept,1000,0.0625,0.5,68.0,156.0,1.569
