time,passenger_id,request_id,rejected,reason,true_type,ptrue,rule_acc,wait_time,travel_time,fare
42.0,0,0,False,accept,0111,0.0625,0.5,62.0,91.0,0.918
282.0,3,3,False,accept,1110,0.0625,0.5,42.0,149.0,1.494
522.0,1,1,False,accept,1011,0.0625,0.5,26.0,145.0,1.45
762.0,4,4,False,accept,1100,0.0625,0.5,56.0,172.0,1.729
882.0,10,10,False,accept,1010,0.115,0.605,120.0,381.0,3.811
1122.0,8,8,True,impatient,1011,0.115,0.605,140.0,97.0,0.973
1242.0,14,14,False,accept,0101,0.0625,0.5,58.0,93.0,0.939
1482.0,13,13,False,accept,1101,0.0625,0.5,79.0,114.0,1.141
1482.0,15,15,True,impatient,1010,0.115,0.605,91.0,53.0,0.532
1602.0,18,18,False,accept,1100,0.0625,0.5,44.0,107.0,1.072
1842.0,21,21,False,accept,1001,0.0625,0.5,67.0,107.0,1.072
1842.0,17,17,True,impatient,1000,0.08098591549295775,0.5,117.0,21.0,0.213
1962.0,20,20,True,delay_sensitive,0111,0.08098591549295775,0.5,117.0,50.0,0.507
2082.0,24,24,False,accept,1100,0.0625,0.5,25.0,173.0,1.739
2082.0,25,25,True,impatient,1001,0.115,0.605,107.0,73.0,0.734
2202.0,23,23,True,impatient,1001,0.115,0.605,117.0,102.0,1.029
2322.0,26,26,False,accept,1001,0.115,0.605,110.0,333.0,3.339
2322.0,22,22,False,accept,0101,0.0625,0.5,188.0,228.0,2.281
2922.0,27,27,False,accept,1100,0.0625,0.5,134.0,153.0,1.533
3282.0,31,31,True,impatient,1111,0.115,0.605,31.0,17.0,0.179
3402.0,35,35,False,accept,1100,0.0625,0.5,92.0,126.0,1.265
3762.0,38,38,False,accept,0111,0.0625,0.5,17.0,134.0,1.343
4002.0,37,37,False,accept,1110,0.0625,0.5,80.0,124.0,1.241
