time,passenger_id,request_id,rejected,reason,true_type,ptrue,rule_acc,wait_time,travel_time,fare
52.0,0,0,False,accept,1011,0.0625,0.5,50.0,261.0,2.616
172.0,2,2,False,accept,0110,0.0625,0.5,15.0,135.0,1.359
412.0,3,3,True,impatient,1000,0.115,0.605,101.0,97.0,0.979
412.0,1,1,False,accept,0110,0.115,0.605,182.0,142.0,1.425
532.0,5,5,False,accept,1010,0.0625,0.5,151.0,188.0,1.882
898.0,8,8,False,accept,0011,0.0625,0.5,75.0,132.0,1.328
1012.0,7,7,False,accept,1010,0.0625,0.5,139.0,214.0,2.144
1252.0,10,10,True,impatient,1111,0.115,0.605,135.0,112.0,1.122
1372.0,13,13,False,accept,0011,0.115,0.605,165.0,126.0,1.26
1492.0,14,14,False,accept,0001,0.0625,0.5,140.0,185.0,1.855
1732.0,15,15,False,accept,0010,0.0625,0.5,108.0,156.0,1.568
1972.0,20,20,False,accept,1001,0.0625,0.5,80.0,168.0,1.685
2092.0,23,23,False,accept,0111,0.0625,0.5,60.0,161.0,1.618
2332.0,22,22,True,impatient,1101,0.08098591549295775,0.5,129.0,30.0,0.301
2452.0,24,24,True,impatient,1001,0.08098591549295775,0.5,135.0,6.0,0.068
2452.0,21,21,True,impatient,1111,0.08098591549295775,0.573943661971831,145.0,57.0,0.574
2572.0,30,30,False,accept,1101,0.0625,0.5,87.0,209.0,2.096
2572.0,29,29,True,impatient,1000,0.115,0.605,163.0,114.0,1.145
2692.0,25,25,True,delay_sensitive,0111,0.08098591549295775,0.5,177.0,34.0,0.342
